,MonitoringDate,MonitoringLocationIdentifier,CODMn,DO,NH4N,pH,cluster_kmeans_2,cluster_agglomerative_2,cluster_spectral_2,cluster_kmeans_3,cluster_agglomerative_3,cluster_spectral_3,cluster_kmeans_4,cluster_agglomerative_4,cluster_spectral_4
22,2012-11-19,1,4.2,7.68,0.18,8.4,1,1,0,0,0,0,0,0,0
23,2012-11-26,1,2.0,6.68,0.19,8.4,1,1,0,0,0,0,0,0,0
24,2012-12-03,1,1.9,5.91,0.23,8.4,1,1,0,0,0,0,0,0,0
25,2012-12-10,1,1.7,5.72,0.2,8.4,1,1,0,0,0,0,0,0,0
26,2012-12-17,1,1.7,6.7,0.32,8.0,1,1,0,0,0,0,1,0,3
27,2012-12-24,1,1.6,10.1,0.24,8.2,1,1,0,0,0,0,0,0,0
28,2012-12-31,1,2.5,9.65,0.13,7.3,1,1,1,1,0,1,1,0,1
29,2013-01-07,1,2.2,7.21,0.24,8.5,1,1,0,0,0,0,0,0,0
30,2013-01-14,1,0.7,7.31,0.31,8.6,1,1,0,0,0,0,0,0,0
31,2013-01-21,1,2.2,7.89,0.35,8.6,1,1,0,0,0,0,0,0,0
32,2013-01-28,1,3.7,7.86,0.32,8.6,1,1,0,0,0,0,0,3,0
33,2013-02-04,1,3.9,8.12,0.37,8.7,1,1,0,0,0,0,0,3,0
34,2013-02-11,1,2.8,9.21,0.37,8.8,1,1,0,0,0,0,0,0,0
35,2013-02-18,1,2.3,9.11,0.36,8.8,1,1,0,0,0,0,0,0,0
36,2013-02-25,1,1.9,7.39,0.25,8.6,1,1,0,0,0,0,0,0,0
37,2013-03-04,1,2.3,8.92,0.26,8.8,1,1,0,0,0,0,0,0,0
38,2013-03-11,1,1.7,8.28,0.18,8.6,1,1,0,0,0,0,0,0,0
39,2013-03-18,1,2.7,7.27,0.16,8.5,1,1,0,0,0,0,0,0,0
40,2013-03-25,1,3.7,7.11,0.18,8.4,1,1,0,0,0,0,0,0,0
41,2013-04-01,1,3.2,7.17,0.21,8.4,1,1,0,0,0,0,0,0,0
42,2013-04-08,1,1.9,6.92,0.18,8.4,1,1,0,0,0,0,0,0,0
43,2013-04-15,1,2.6,7.17,0.09,8.5,1,1,0,0,0,0,0,0,0
44,2013-04-22,1,2.9,6.67,0.11,7.6,1,1,1,1,0,1,1,0,3
45,2013-04-29,1,5.6,5.99,0.09,7.6,1,0,1,1,1,1,2,1,1
46,2013-05-06,1,3.6,6.28,0.09,8.1,1,0,0,0,1,0,0,1,0
47,2013-05-13,1,1.8,7.19,0.1,7.5,1,1,1,1,0,1,1,0,3
48,2013-05-20,1,2.3,7.07,0.11,7.6,1,1,1,1,0,1,1,0,3
49,2013-05-27,1,2.8,6.96,0.08,7.5,1,1,1,1,0,1,1,0,3
50,2013-06-03,1,4.6,6.72,0.08,7.7,1,0,1,1,1,0,2,1,3
51,2013-06-10,1,3.5,6.3,0.1,8.0,1,0,0,0,1,0,0,1,0
52,2013-06-17,1,2.6,6.46,0.16,8.0,1,1,0,0,0,0,1,0,3
53,2013-06-24,1,2.4,5.84,0.12,8.0,1,0,0,1,1,0,1,1,3
54,2013-07-01,1,4.2,6.72,0.13,8.0,1,0,0,0,1,0,0,1,0
55,2013-07-08,1,3.8,6.7,0.13,8.0,1,0,0,0,1,0,0,1,0
56,2013-07-15,1,3.4,6.73,0.12,7.9,1,0,0,1,1,0,1,1,3
57,2013-07-22,1,3.2,6.19,0.13,7.8,1,0,0,1,1,0,1,1,3
58,2013-07-29,1,2.9,6.71,0.11,7.9,1,0,0,1,1,0,1,1,3
59,2013-08-05,1,3.4,6.64,0.12,7.9,1,0,0,1,1,0,1,1,3
60,2013-08-12,1,4.3,6.46,0.18,8.0,1,0,0,0,1,0,2,1,0
61,2013-08-19,1,2.5,7.07,0.16,8.1,1,1,0,0,0,0,0,0,0
62,2013-08-26,1,3.4,7.31,0.18,8.1,1,0,0,0,1,0,0,1,0
63,2013-09-02,1,1.6,7.34,0.16,8.1,1,1,0,0,0,0,1,0,3
64,2013-09-09,1,1.8,7.66,0.11,8.2,1,1,0,0,0,0,0,0,0
65,2013-09-16,1,1.7,7.89,0.08,8.1,1,1,0,0,0,0,0,0,3
66,2013-09-23,1,2.1,8.47,0.08,8.2,1,1,0,0,0,0,0,0,0
67,2013-09-30,1,1.4,7.48,0.12,7.9,1,1,0,0,0,0,1,0,3
68,2013-10-07,1,1.5,8.73,0.13,8.1,1,1,0,0,0,0,0,0,3
69,2013-10-14,1,1.1,8.99,0.14,8.1,1,1,0,0,0,0,1,0,3
70,2013-10-21,1,1.0,8.96,0.13,8.1,1,1,0,0,0,0,1,0,3
71,2013-10-28,1,0.8,9.78,0.12,8.2,1,1,0,0,0,0,0,0,0
72,2013-11-04,1,1.8,9.1,0.19,8.3,1,1,0,0,0,0,0,0,0
73,2013-11-11,1,1.8,8.85,0.25,8.4,1,1,0,0,0,0,0,0,0
74,2013-11-25,1,2.533333333333333,11.3,0.26,8.3,1,1,0,0,0,0,0,3,0
75,2013-12-02,1,2.9,11.3,0.17,8.3,1,1,0,0,0,0,0,3,0
76,2013-12-09,1,2.5,11.9,0.1,8.4,1,1,0,0,0,0,0,3,0
77,2013-12-16,1,2.3,11.3,0.12,8.5,1,1,0,0,0,0,0,0,0
78,2013-12-23,1,2.6,11.3,0.17,8.5,1,1,0,0,0,0,0,0,0
79,2013-12-30,1,2.1,10.1,0.15,8.4,1,1,0,0,0,0,0,0,0
80,2014-01-06,1,2.7,12.7,0.22,8.5,1,1,0,0,0,0,0,3,0
81,2014-01-13,1,2.9,13.4,0.21,8.6,1,1,0,0,0,0,0,3,0
82,2014-01-20,1,4.8,13.9,0.24,8.7,1,1,0,0,0,0,0,3,0
83,2014-01-27,1,1.7,11.8,0.18,8.6,1,1,0,0,0,0,0,3,0
84,2014-02-03,1,2.0,12.3,0.16,8.5,1,1,0,0,0,0,0,3,0
85,2014-02-10,1,2.7,13.8,0.14,8.7,1,1,0,0,0,0,0,3,0
86,2014-02-17,1,2.5,13.4,0.38,8.7,1,1,0,0,0,0,0,3,0
87,2014-02-24,1,2.5,14.0,0.43,8.8,1,1,0,0,0,0,0,3,0
88,2014-03-03,1,2.1,14.1,0.27,8.9,1,1,0,0,0,0,0,3,0
89,2014-03-10,1,1.9,11.0,0.19,8.7,1,1,0,0,0,0,0,3,0
90,2014-03-17,1,2.3,11.0,0.18,8.7,1,1,0,0,0,0,0,3,0
91,2014-03-24,1,2.5,11.6,0.12,8.7,1,1,0,0,0,0,0,3,0
92,2014-03-31,1,3.4,11.6,0.1,8.6,1,1,0,0,0,0,0,3,0
93,2014-04-07,1,3.4,9.14,0.11,8.2,1,1,0,0,0,0,0,0,0
94,2014-04-14,1,3.3,10.6,0.15,8.2,1,1,0,0,0,0,0,0,0
95,2014-04-21,1,3.2,10.8,0.28,8.2,1,1,0,0,0,0,0,0,0
96,2014-04-28,1,4.1,11.6,0.14,8.2,1,1,0,0,0,0,0,3,0
97,2014-05-05,1,5.6,9.46,0.08,7.8,1,1,0,0,0,0,0,3,0
98,2014-05-12,1,2.8,10.4,0.1,7.9,1,1,0,0,0,0,0,0,0
99,2014-05-19,1,3.3,12.6,0.09,8.2,1,1,0,0,0,0,0,3,0
100,2014-05-26,1,3.3,8.06,0.08,8.1,1,1,0,0,0,0,0,0,0
101,2014-06-02,1,2.8,6.64,0.07,8.4,1,1,0,0,0,0,0,0,0
102,2014-06-09,1,2.4,6.32,0.08,8.0,1,1,0,0,0,0,1,0,3
103,2014-06-16,1,3.0,6.28,0.07,8.4,1,1,0,0,0,0,0,0,0
104,2014-06-23,1,3.1,6.07,0.06,8.6,1,1,0,0,0,0,0,0,0
105,2014-06-30,1,2.8,6.06,0.12,8.7,1,1,0,0,0,0,0,0,0
106,2014-07-07,1,1.6,5.86,0.08,8.4,1,1,0,0,0,0,0,0,0
107,2014-07-14,1,2.2,6.47,0.09,8.5,1,1,0,0,0,0,0,0,0
108,2014-07-21,1,1.5,6.39,0.05,8.4,1,1,0,0,0,0,0,0,0
109,2014-07-28,1,2.3,5.84,0.06,8.3,1,1,0,0,0,0,0,0,0
110,2014-08-04,1,1.9,5.52,0.05,8.1,1,1,0,0,0,0,1,0,3
111,2014-08-11,1,1.2,5.72,0.05,8.2,1,1,0,0,0,0,1,0,3
112,2014-08-18,1,1.6,6.44,0.06,8.6,1,1,0,0,0,0,0,0,0
113,2014-08-25,1,3.3,6.47,0.09,8.5,1,1,0,0,0,0,0,0,0
114,2014-09-01,1,2.3,6.27,0.1,8.4,1,1,0,0,0,0,0,0,0
115,2014-09-08,1,2.2,6.94,0.16,8.6,1,1,0,0,0,0,0,0,0
116,2014-09-15,1,2.0,7.22,0.21,8.7,1,1,0,0,0,0,0,0,0
117,2014-09-22,1,2.7,7.26,0.21,8.8,1,1,0,0,0,0,0,0,0
118,2014-10-06,1,2.6,7.13,0.21,8.7,1,1,0,0,0,0,0,0,0
119,2014-10-13,1,2.4,7.28,0.19,8.7,1,1,0,0,0,0,0,0,0
120,2014-10-20,1,2.8,7.31,0.16,8.8,1,1,0,0,0,0,0,0,0
121,2014-10-27,1,2.9,7.81,0.26,8.8,1,1,0,0,0,0,0,3,0
122,2014-11-03,1,3.1,7.85,0.24,8.9,1,1,0,0,0,0,0,3,0
123,2014-11-10,1,3.0,8.25,0.22,8.9,1,1,0,0,0,0,0,3,0
124,2014-11-17,1,2.8,7.89,0.21,8.6,1,1,0,0,0,0,0,0,0
125,2014-12-01,1,1.7,9.72,0.21,7.9,1,1,0,0,0,0,1,0,3
126,2014-12-08,1,2.4,9.98,0.22,8.0,1,1,0,0,0,0,0,0,0
127,2014-12-15,1,3.2,10.4,0.22,8.0,1,1,0,0,0,0,0,0,0
128,2014-12-22,1,2.9,10.3,0.2,8.0,1,1,0,0,0,0,0,0,0
129,2014-12-29,1,2.2,9.05,0.17,8.0,1,1,0,0,0,0,0,0,3
130,2015-01-05,1,4.4,8.32,0.2,8.0,1,1,0,0,0,0,0,0,0
131,2015-01-12,1,3.5,9.99,0.18,8.0,1,1,0,0,0,0,0,0,0
132,2015-01-19,1,3.4,11.4,0.13,8.1,1,1,0,0,0,0,0,3,0
133,2015-01-26,1,3.4,11.4,0.06,8.0,1,1,0,0,0,0,0,3,0
134,2015-02-02,1,3.1,13.1,0.17,8.1,1,1,0,0,0,0,0,3,0
135,2015-02-09,1,3.2,13.3,0.15,8.2,1,1,0,0,0,0,0,3,0
136,2015-02-16,1,3.7,13.8,0.19,8.2,1,1,0,0,0,0,0,3,0
137,2015-02-23,1,4.0,13.8,0.18,8.2,1,1,0,0,0,0,0,3,0
138,2015-03-02,1,3.3,14.1,0.15,8.3,1,1,0,0,0,0,0,3,0
139,2015-03-09,1,2.0,13.1,0.11,8.2,1,1,0,0,0,0,0,3,0
140,2015-03-16,1,1.6,12.7,0.09,8.2,1,1,0,0,0,0,0,3,0
141,2015-03-23,1,3.7,11.9,0.09,8.1,1,1,0,0,0,0,0,3,0
142,2015-03-30,1,4.3,13.2,0.11,8.1,1,1,0,0,0,0,0,3,0
143,2015-04-06,1,4.0,11.1,0.08,8.1,1,1,0,0,0,0,0,3,0
144,2015-04-13,1,3.1,11.1,0.06,8.0,1,1,0,0,0,0,0,0,0
145,2015-04-20,1,5.8,10.1,0.08,7.9,1,1,0,0,0,0,0,3,0
146,2015-04-27,1,3.5,11.3,0.07,7.9,1,1,0,0,0,0,0,3,0
147,2015-05-04,1,1.7,10.6,0.07,8.0,1,1,0,0,0,0,0,0,0
148,2015-05-11,1,5.1,10.4,0.11,7.9,1,1,0,0,0,0,0,3,0
149,2015-05-18,1,5.1,11.1,0.11,7.9,1,1,0,0,0,0,0,3,0
150,2015-05-25,1,3.0,11.4,0.1,8.0,1,1,0,0,0,0,0,0,0
151,2015-06-01,1,3.4,10.8,0.11,8.0,1,1,0,0,0,0,0,0,0
152,2015-06-08,1,3.6,10.8,0.05,7.9,1,1,0,0,0,0,0,3,0
153,2015-06-15,1,1.9,10.1,0.08,7.9,1,1,0,0,0,0,0,0,3
154,2015-06-22,1,2.0,8.16,0.13,7.7,1,1,0,1,0,0,1,0,3
155,2015-06-29,1,2.9,7.63,0.01,7.7,1,1,0,1,0,0,1,0,3
156,2015-07-13,1,4.2,6.26,0.03,7.6,1,0,1,1,1,1,2,1,3
157,2015-07-20,1,5.3,7.12,0.03,7.7,1,0,1,1,1,0,2,1,1
158,2015-07-27,1,1.4,6.49,0.04,7.9,1,1,0,1,0,0,1,0,3
159,2015-08-03,1,1.0,6.56,0.02,7.9,1,1,0,1,0,0,1,0,3
160,2015-10-12,1,1.3,9.15,0.09,8.3,1,1,0,0,0,0,0,0,0
161,2015-10-19,1,2.3,10.5,0.11,8.4,1,1,0,0,0,0,0,0,0
162,2015-11-02,1,2.4,11.1,0.17,8.5,1,1,0,0,0,0,0,0,0
163,2015-11-16,1,1.9,10.3,0.12,8.5,1,1,0,0,0,0,0,0,0
164,2015-11-23,1,2.6,9.83,0.12,8.5,1,1,0,0,0,0,0,0,0
165,2015-11-30,1,2.5,10.1,0.13,8.6,1,1,0,0,0,0,0,0,0
166,2015-12-07,1,3.0,10.6,0.15,8.6,1,1,0,0,0,0,0,0,0
167,2015-12-14,1,2.4,11.0,0.19,8.7,1,1,0,0,0,0,0,3,0
168,2015-12-28,1,1.5,7.17,0.12,8.1,1,1,0,0,0,0,1,0,3
169,2016-01-04,1,1.0,8.5,0.15,8.4,1,1,0,0,0,0,0,0,0
170,2016-01-11,1,1.2,8.38,0.17,8.3,1,1,0,0,0,0,0,0,0
171,2016-01-18,1,1.3,9.02,0.13,8.3,1,1,0,0,0,0,0,0,0
172,2016-01-25,1,1.0,7.34,0.11,8.2,1,1,0,0,0,0,1,0,3
173,2016-02-01,1,2.3,9.23,0.11,8.3,1,1,0,0,0,0,0,0,0
174,2016-02-08,1,2.9,11.3,0.1,8.4,1,1,0,0,0,0,0,3,0
175,2016-02-15,1,2.3,9.94,0.13,8.4,1,1,0,0,0,0,0,0,0
176,2016-02-22,1,4.8,9.92,0.13,8.4,1,1,0,0,0,0,0,3,0
177,2016-02-29,1,4.7,9.72,0.14,8.5,1,1,0,0,0,0,0,0,0
178,2016-03-07,1,3.2,8.96,0.12,8.4,1,1,0,0,0,0,0,0,0
179,2016-03-14,1,4.0,9.02,0.14,8.5,1,1,0,0,0,0,0,0,0
180,2016-03-21,1,3.4,8.69,0.11,8.5,1,1,0,0,0,0,0,0,0
181,2016-03-28,1,3.8,8.48,0.08,8.5,1,1,0,0,0,0,0,0,0
182,2016-04-04,1,5.7,8.42,0.09,8.5,1,1,0,0,0,0,0,3,0
183,2016-04-11,1,4.0,8.1,0.07,8.0,1,1,0,0,0,0,0,0,0
184,2016-04-18,1,3.5,8.3,0.06,8.6,1,1,0,0,0,0,0,0,0
185,2016-04-25,1,3.4,6.67,0.06,8.5,1,1,0,0,0,0,0,0,0
186,2016-05-02,1,3.9,6.01,0.06,8.4,1,1,0,0,0,0,0,0,0
187,2016-05-09,1,3.9,6.66,0.07,8.6,1,1,0,0,0,0,0,0,0
188,2016-12-26,1,0.7,8.42,0.25,8.6,1,1,0,0,0,0,0,0,0
189,2017-01-02,1,0.6,8.43,0.23,8.6,1,1,0,0,0,0,0,0,0
190,2017-01-09,1,0.8,8.17,0.25,8.6,1,1,0,0,0,0,0,0,0
191,2017-01-16,1,0.6,7.66,0.25,8.6,1,1,0,0,0,0,0,0,0
192,2017-01-23,1,1.6,7.79,0.22,8.6,1,1,0,0,0,0,0,0,0
193,2017-01-30,1,0.5,7.87,0.19,8.7,1,1,0,0,0,0,0,0,0
194,2017-02-06,1,4.2,7.7,0.15,8.7,1,1,0,0,0,0,0,3,0
195,2017-02-13,1,1.4,7.87,0.21,8.7,1,1,0,0,0,0,0,0,0
196,2017-07-24,1,2.1,6.36,0.09,8.7,1,1,0,0,0,0,0,0,0
197,2017-09-11,1,2.2,7.08,0.07,8.9,1,1,0,0,0,0,0,0,0
198,2017-10-02,1,2.2,9.31,0.1,8.9,1,1,0,0,0,0,0,0,0
199,2017-10-09,1,2.2,10.1,0.09,8.9,1,1,0,0,0,0,0,3,0
200,2017-10-23,1,3.7,10.0,0.1,8.9,1,1,0,0,0,0,0,0,0
201,2017-10-30,1,2.1,10.2,0.1,8.9,1,1,0,0,0,0,0,3,0
202,2017-11-06,1,2.7,10.6,0.11,8.0,1,1,0,0,0,0,0,0,0
203,2017-11-27,1,2.6,10.9,0.1,8.0,1,1,0,0,0,0,0,0,0
204,2017-12-04,1,2.8,11.2,0.13,8.2,1,1,0,0,0,0,0,0,0
205,2017-12-18,1,2.8,11.3,0.15,8.2,1,1,0,0,0,0,0,0,0
206,2017-12-25,1,2.9,11.8,0.12,8.2,1,1,0,0,0,0,0,3,0
207,2018-01-08,1,3.3,10.1,0.11,8.1,1,1,0,0,0,0,0,0,0
208,2018-01-29,1,2.2,11.2,0.2,8.1,1,1,0,0,0,0,0,0,0
209,2018-02-19,1,2.9,10.6,0.09,8.2,1,1,0,0,0,0,0,0,0
210,2018-02-26,1,5.9,10.6,0.23,8.2,1,1,0,0,0,0,0,3,0
211,2018-03-12,1,5.0,10.4,0.18,8.2,1,1,0,0,0,0,0,3,0
212,2018-03-19,1,3.7,10.2,0.14,8.2,1,1,0,0,0,0,0,0,0
213,2018-03-26,1,5.1,9.93,0.13,8.2,1,1,0,0,0,0,0,3,0
214,2018-04-02,1,3.0,10.2,0.16,8.2,1,1,0,0,0,0,0,0,0
215,2018-04-09,1,4.8,10.5,0.17,8.2,1,1,0,0,0,0,0,3,0
216,2018-04-16,1,4.8,10.3,0.14,8.2,1,1,0,0,0,0,0,3,0
217,2018-04-23,1,3.9,9.77,0.12,8.2,1,1,0,0,0,0,0,0,0
218,2018-04-30,1,3.8,9.0,0.09,8.1,1,1,0,0,0,0,0,0,0
219,2018-05-07,1,3.1,9.59,0.09,8.1,1,1,0,0,0,0,0,0,0
220,2018-05-14,1,6.1,9.35,0.12,8.0,1,1,0,0,0,0,0,3,0
221,2018-05-21,1,2.7,9.86,0.12,8.2,1,1,0,0,0,0,0,0,0
222,2018-05-28,1,2.0,9.84,0.12,8.2,1,1,0,0,0,0,0,0,0
223,2018-07-02,1,2.2,6.72,0.13,8.2,1,1,0,0,0,0,0,0,0
224,2018-07-30,1,1.6,6.99,0.22,8.4,1,1,0,0,0,0,0,0,0
225,2018-08-06,1,2.9,8.12,0.23,8.6,1,1,0,0,0,0,0,0,0
226,2018-09-03,1,2.0,9.42,0.16,8.6,1,1,0,0,0,0,0,0,0
227,2018-09-17,1,1.9,6.14,0.24,8.7,1,1,0,0,0,0,0,0,0
228,2018-11-05,1,1.9,7.1,0.29,8.2,1,1,0,0,0,0,0,0,0
229,2018-11-12,1,1.2,7.41,0.27,8.0,1,1,0,0,0,0,1,0,3
230,2018-12-17,1,0.8,7.7,0.26,8.1,1,1,0,0,0,0,1,0,3
231,2018-12-24,1,0.9,8.04,0.28,8.2,1,1,0,0,0,0,1,0,3
232,2011-06-06,2,3.0,5.84,0.14,7.5,1,0,1,1,1,1,1,1,3
233,2011-06-13,2,3.7,7.22,0.19,7.8,1,1,0,1,0,0,1,0,3
234,2011-06-20,2,2.8,9.03,0.14,8.3,1,1,0,0,0,0,0,0,0
235,2011-06-27,2,1.9,8.34,0.1,8.2,1,1,0,0,0,0,0,0,0
236,2011-07-04,2,2.3,8.11,0.09,8.6,1,1,0,0,0,0,0,0,0
237,2011-07-11,2,2.7,8.22,0.14,8.1,1,1,0,0,0,0,0,0,0
238,2011-07-18,2,3.3,8.44,0.1,8.7,1,1,0,0,0,0,0,0,0
239,2011-07-25,2,3.2,7.68,0.11,8.5,1,1,0,0,0,0,0,0,0
240,2011-08-01,2,3.2,7.19,0.11,8.0,1,1,0,0,0,0,0,0,0
241,2011-08-08,2,3.0,7.38,0.11,7.6,1,1,1,1,0,1,1,0,3
242,2011-08-15,2,3.2,7.56,0.13,7.3,1,1,1,1,0,1,1,0,1
243,2011-08-22,2,3.0,7.27,0.13,7.3,1,1,1,1,0,1,1,0,1
244,2011-08-29,2,3.4,9.25,0.05,8.7,1,1,0,0,0,0,0,0,0
245,2011-09-05,2,2.9,7.27,0.08,8.0,1,1,0,0,0,0,0,0,3
246,2011-09-12,2,3.0,9.74,0.05,8.7,1,1,0,0,0,0,0,0,0
247,2011-09-19,2,3.6,8.58,0.1,8.2,1,1,0,0,0,0,0,0,0
248,2011-10-03,2,4.0,9.75,0.1,8.5,1,1,0,0,0,0,0,0,0
249,2011-10-10,2,3.6,9.21,0.1,8.4,1,1,0,0,0,0,0,0,0
250,2011-10-17,2,3.2,7.65,0.06,7.8,1,1,0,1,0,0,1,0,3
251,2011-10-24,2,3.3,8.17,0.08,7.8,1,1,0,0,0,0,1,0,3
252,2011-10-31,2,2.6,9.15,0.04,8.3,1,1,0,0,0,0,0,0,0
253,2011-11-07,2,2.9,8.4,0.07,7.9,1,1,0,0,0,0,0,0,3
254,2011-11-14,2,2.5,8.72,0.05,8.0,1,1,0,0,0,0,0,0,3
255,2011-11-21,2,2.5,9.17,0.05,7.7,1,1,0,0,0,0,1,0,3
256,2011-11-28,2,2.4,9.69,0.05,7.7,1,1,0,0,0,0,1,0,3
257,2011-12-05,2,2.7,10.8,0.05,7.6,1,1,0,0,0,0,1,0,3
258,2011-12-12,2,2.0,10.9,0.03,7.5,1,1,1,0,0,1,1,0,3
259,2011-12-19,2,1.9,11.2,0.03,7.6,1,1,0,0,0,0,1,0,3
260,2011-12-26,2,2.4,11.4,0.1,7.7,1,1,0,0,0,0,0,0,0
261,2012-01-02,2,2.15,12.0,0.09,7.7,1,1,0,0,0,0,0,0,0
262,2012-01-09,2,1.9,12.0,0.08,7.4,1,1,0,0,0,0,1,0,1
263,2012-01-16,2,1.7,12.2,0.15,8.0,1,1,0,0,0,0,0,0,0
264,2012-01-23,2,1.4,13.3,0.16,8.2,1,1,0,0,0,0,0,3,0
265,2012-01-30,2,2.1,13.0,0.15,8.2,1,1,0,0,0,0,0,3,0
266,2012-02-06,2,1.5,13.1,0.14,8.2,1,1,0,0,0,0,0,3,0
267,2012-02-13,2,1.4,12.9,0.14,8.1,1,1,0,0,0,0,0,0,0
268,2012-02-20,2,0.9,12.4,0.13,8.0,1,1,0,0,0,0,0,0,0
269,2012-02-27,2,1.6,12.4,0.12,8.0,1,1,0,0,0,0,0,0,0
270,2012-03-05,2,1.9,12.4,0.07,8.0,1,1,0,0,0,0,0,0,0
271,2012-03-19,2,2.0,11.1,0.08,7.9,1,1,0,0,0,0,0,0,0
272,2012-03-26,2,1.9,11.2,0.06,8.2,1,1,0,0,0,0,0,0,0
273,2012-04-02,2,2.7,10.8,0.04,8.3,1,1,0,0,0,0,0,0,0
274,2012-04-09,2,2.2,10.4,0.07,8.3,1,1,0,0,0,0,0,0,0
275,2012-04-16,2,1.8,9.85,0.08,8.3,1,1,0,0,0,0,0,0,0
276,2012-04-30,2,1.8,7.92,0.09,8.4,1,1,0,0,0,0,0,0,0
277,2012-05-07,2,2.2,7.19,0.06,8.3,1,1,0,0,0,0,0,0,0
278,2012-05-14,2,2.4,6.34,0.07,7.5,1,1,1,1,0,1,1,0,3
279,2012-05-21,2,2.0,6.49,0.05,7.4,1,1,1,1,0,1,1,0,3
280,2012-05-28,2,1.8,7.28,0.09,7.6,1,1,1,1,0,1,1,0,3
281,2012-06-04,2,1.8,7.69,0.08,7.8,1,1,0,1,0,0,1,0,3
282,2012-06-11,2,3.6,7.47,0.11,8.4,1,1,0,0,0,0,0,0,0
283,2012-06-18,2,3.3,7.13,0.12,8.1,1,0,0,0,1,0,0,1,0
284,2012-06-25,2,2.7,7.1,0.11,7.8,1,1,0,1,0,0,1,0,3
285,2012-07-02,2,2.7,7.05,0.05,7.6,1,1,1,1,0,1,1,0,3
286,2012-07-09,2,2.7,7.04,0.09,7.9,1,1,0,0,0,0,1,0,3
287,2012-07-16,2,2.4,8.26,0.06,7.7,1,1,0,1,0,0,1,0,3
288,2012-07-23,2,3.0,7.39,0.07,8.5,1,1,0,0,0,0,0,0,0
289,2012-07-30,2,3.3,7.25,0.22,8.6,1,1,0,0,0,0,0,0,0
290,2012-08-06,2,3.6,7.26,0.87,8.4,1,1,0,0,0,0,0,0,0
291,2012-08-13,2,4.2,9.46,0.12,8.5,1,1,0,0,0,0,0,0,0
292,2012-08-20,2,4.9,7.7,0.09,7.6,1,0,1,1,1,1,2,1,1
293,2012-08-27,2,5.8,8.56,0.07,7.9,1,0,0,0,1,0,0,1,0
294,2012-09-03,2,5.2,7.62,0.09,8.0,1,0,0,0,1,0,0,1,0
295,2012-09-10,2,4.7,7.87,0.09,7.9,1,1,0,0,0,0,0,0,0
296,2012-09-17,2,5.6,8.47,0.08,8.3,1,1,0,0,0,0,0,3,0
297,2012-09-24,2,5.2,7.94,0.09,8.2,1,1,0,0,0,0,0,0,0
298,2012-10-08,2,3.6,7.43,0.09,7.9,1,1,0,0,0,0,0,0,3
299,2012-10-22,2,3.0,8.66,0.1,7.8,1,1,0,0,0,0,1,0,3
300,2012-10-29,2,2.8,8.85,0.11,7.7,1,1,0,0,0,0,1,0,3
301,2012-11-05,2,1.6,9.45,0.13,7.8,1,1,0,0,0,0,1,0,3
302,2012-11-12,2,1.7,9.42,0.18,7.7,1,1,0,0,0,0,1,0,3
303,2012-11-19,2,3.2,9.86,0.14,7.7,1,1,0,0,0,0,0,0,3
